Id;CODIGO_BUQUE;CODIGO_UE;NOMBRE_BUQUE;MATRICULA;FOLIO;DISTINTIVO;LISTA;CENSOPORMODALIDAD;CALADERO;MODALIDAD;LABORATORIO_PTOBASE;CODIGO_PUERTO_BASE;PUERTO_BASE;VERNACULO;PROVINCIA;AUTONOMIA_PUERTO_BASE;ESTADO;PAIS_EXPORTACION;FECHA_ALTA_CENSO;FECHA_SITUACION;FECHA_ENTRADA_SERVICIO;IRREGULAR;ESLORA_TOTAL;ESLORA_PP;LOA;ARQUEO_TRB;ARQUEO_GT;SITUACION_GT;POTENCIA_CV;POTENCIA_KW;TIPO_CASCO;AÑO_CONST;Observ
3659;50832;ESP000050832;MARIA GENOVEVA;CO-5;1480;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22700;NOYA;NOIA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;28/09/1959;NO;5,309999943;;VL0010;1,580000043;0,779999971;DEFINITIVO;4;2,943340778;MADERA;1959;
3660;50835;ESP000050835;MAR;VI-4;4956;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24400;CANGAS;CANGAS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;07/11/1968;NO;6,119999886;;VL0010;0,720000029;1,580000043;DEFINITIVO;20;14,71670341;POLIESTER;1968;
3661;50836;ESP000050836;ALICIA;VI-4;5410;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24400;CANGAS;CANGAS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;09/02/1981;NO;5,980000019;;VL0010;0,899999976;1,25;DEFINITIVO;20;14,71670341;POLIESTER;1980;
3662;50839;ESP000050839;GALATEA;VI-4;5363;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24420;MOAÑA;MOAÑA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;01/02/1980;NO;4,739999771;;VL0010;0,889999986;0,860000014;DEFINITIVO;17;12,50919819;POLIESTER;1980;
3663;50847;ESP000050847;EMILIA;VI-1;1710;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24300;BUEU;BUEU;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;30/01/1981;NO;4,199999809;;VL0010;1;0,5;DEFINITIVO;25;18,39587975;ACERO;1980;
3664;50851;ESP000050851;IMPALA DOS;VI-1;1810;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24130;COMBARRO;COMBARRO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;26/09/1984;NO;5,159999847;;VL0010;0,839999974;0,850000024;DEFINITIVO;15;11,03752804;POLIESTER;1984;
3665;50881;ESP000050881;ROSA;VI-3;1202;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24300;BUEU;BUEU;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;09/05/1946;NO;5,039999962;;VL0010;0,600000024;1,019999981;DEFINITIVO;20;14,71670341;POLIESTER;1946;
3666;50888;ESP000050888;NANDITA;VI-8;178;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24500;VIGO;VIGO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;04/07/1964;NO;5,619999886;;VL0010;0,899999976;1,320000052;DEFINITIVO;15;11,03752804;POLIESTER;1964;
3667;50890;ESP000050890;GASPAR;FE-4;897;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21400;EL FERROL;FERROL;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;19/04/1933;NO;4,730000019;;VL0010;1,99000001;0,680000007;DEFINITIVO;25;18,39587975;POLIESTER;1933;
3668;50891;ESP000050891;LEONOR;FE-4;1340;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21400;EL FERROL;FERROL;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;23/10/1943;NO;6,03000021;;VL0010;1,879999995;1,460000038;DEFINITIVO;30;22,07505608;POLIESTER;1943;
3669;50949;ESP000050949;ELISA;VI-5;8210;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23500;CAMBADOS;CAMBADOS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;15/10/1960;NO;5,889999866;;VL0010;1,220000029;1,460000038;DEFINITIVO;20;14,71670341;POLIESTER;1960;
3670;50955;ESP000050955;DOS HERMANOS;CO-2;2684;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21400;EL FERROL;FERROL;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;20/12/1960;NO;4,5;;VL0010;0,970000029;0,310000002;DEFINITIVO;;;MADERA;1960;
3671;50959;ESP000050959;MARIA;CO-2;2970;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21420;BARALLOBRE;BARALLOBRE;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;23/09/1965;NO;4,420000076;3;VL0010;0,620000005;0,560000002;DEFINITIVO;10;7,358351707;POLIESTER;1965;
3672;50960;ESP000050960;MARIA TERESA;CO-2;3180;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22200;A CORUÑA;A CORUÑA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;14/06/1969;NO;4,360000134;;VL0010;0,870000005;0,600000024;DEFINITIVO;25;18,39587975;POLIESTER;1969;
3673;50961;ESP000050961;MINA;CO-2;2270;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22200;A CORUÑA;A CORUÑA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;22/07/1952;NO;6,400000095;4,099999905;VL0010;0,829999983;1,779999971;DEFINITIVO;25;18,39587975;POLIESTER;1952;
3674;50964;ESP000050964;MANOLO;CO-2;2909;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22200;A CORUÑA;A CORUÑA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;15/12/1964;NO;4,869999886;;VL0010;0,400000006;0,709999979;DEFINITIVO;9,520000458;7,005151272;MADERA;1964;
3675;50965;ESP000050965;RAMON;CO-2;3458;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22200;A CORUÑA;A CORUÑA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;27/10/1973;NO;4,28000021;;VL0010;0,75;0,300000012;DEFINITIVO;5,75;4,231052399;MADERA;1973;
3676;50972;ESP000050972;LOLA;CO-2;2566;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22200;A CORUÑA;A CORUÑA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;27/10/1959;NO;4,599999905;;VL0010;0,879999995;0,610000014;DEFINITIVO;20;14,71670341;POLIESTER;1959;
3677;50975;ESP000050975;CARMEN;VI-6;2909;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24600;BAYONA;BAIONA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;19/04/1972;NO;5,28000021;;VL0010;1,700000048;1,049999952;DEFINITIVO;30;22,07505608;POLIESTER;1972;
3678;50987;ESP000050987;MITA;VI-6;3185;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24600;BAYONA;BAIONA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;21/04/1983;NO;5,059999943;;VL0010;1,419999957;1,019999981;DEFINITIVO;30;22,07505608;POLIESTER;1983;
3679;50996;ESP000050996;VERENA;VI-6;3175;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24600;BAYONA;BAIONA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;03/12/1982;NO;5,300000191;;VL0010;1,850000024;1,120000005;DEFINITIVO;30;22,07505608;POLIESTER;1982;
3680;51003;ESP000051003;GOMEZ;CO-1;2323;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21440;PUENTEDEUME;PONTEDEUME;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;24/11/2014;07/12/1965;NO;4,400000095;3,799999952;VL0010;0,689999998;0,550000012;DEFINITIVO;6;4,415010929;POLIESTER;1965;
3681;51009;ESP000051009;ARTEA;CO-1;1958;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21400;EL FERROL;FERROL;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;05/12/2000;05/12/1944;NO;5,650000095;4,349999905;VL0010;0,959999979;1,159999967;DEFINITIVO;25;18,39587975;POLIESTER;1944;
3682;51010;ESP000051010;AUXILIAR NIÑA BONITA;CO-1;2335;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21420;BARALLOBRE;BARALLOBRE;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;21/12/1965;NO;4,400000095;3,5;VL0010;0,460000008;0,389999986;DEFINITIVO;15;11,03752804;MADERA;1965;
3683;51011;ESP000051011;DIZ;CO-1;2555;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22110;MIÑO;MIÑO;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;23/11/1979;NO;4,599999905;4,550000191;VL0010;1,039999962;0,49000001;DEFINITIVO;;;MADERA;1979;
3684;51016;ESP000051016;BLANCO;CO-1;2468;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21420;BARALLOBRE;BARALLOBRE;A CORUÑA;GALICIA;H - A.P. POR REACTIVACION;;10/05/1989;17/03/2014;04/07/1972;NO;4,5;4,300000191;VL0010;0,5;0,400000006;DEFINITIVO;10;7,358351707;MADERA;1971;
3685;51018;ESP000051018;CASAL;CO-1;2526;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21420;BARALLOBRE;BARALLOBRE;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;25/06/1974;NO;4,400000095;;VL0010;0,779999971;0,550000012;DEFINITIVO;15;11,03752804;POLIESTER;1974;
3686;51020;ESP000051020;ANTONIO;CO-1;2453;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21420;BARALLOBRE;BARALLOBRE;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;19/10/1971;NO;4,400000095;;VL0010;0,910000026;0,589999974;DEFINITIVO;15;11,03752804;POLIESTER;1971;
3687;51021;ESP000051021;NENO;CO-1;2324;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21400;EL FERROL;FERROL;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;09/12/1965;NO;5,380000114;;VL0010;0,5;1,169999957;DEFINITIVO;25;18,39587975;POLIESTER;1965;
3688;51022;ESP000051022;BUXIA;CO-1;2454;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21400;EL FERROL;FERROL;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;05/01/1972;NO;4,199999809;;VL0010;0,930000007;0,370000005;DEFINITIVO;15;11,03752804;MADERA;1971;
3689;51024;ESP000051024;MENDEZ;CO-1;2561;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21420;BARALLOBRE;BARALLOBRE;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;20/05/1980;NO;5,170000076;;VL0010;1,480000019;0,860000014;DEFINITIVO;25;18,39587975;POLIESTER;1980;
3690;51025;ESP000051025;TRUCHA;CO-1;2153;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22700;NOYA;NOIA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;06/06/1955;NO;5,429999828;;VL0010;0,899999976;1,080000043;DEFINITIVO;20;14,71670341;POLIESTER;1955;
3691;51033;ESP000051033;DOCTOR;VILL-5;12;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22700;NOYA;NOIA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;15/11/1967;NO;4,849999905;4,800000191;VL0010;0,959999979;0,600000024;DEFINITIVO;8;5,886681557;POLIESTER;1967;
3692;51043;ESP000051043;O GUERRERO;VI-3;1922;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21320;CEDEIRA;CEDEIRA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;14/04/2000;05/09/1985;NO;5,420000076;;VL0010;0,949999988;1,370000005;DEFINITIVO;15;11,03752804;POLIESTER;1985;
3693;51049;ESP000051049;OLGA;VI-3;1945;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24300;BUEU;BUEU;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;17/03/2014;03/07/1987;NO;3,799999952;;VL0010;0,850000024;0,289999992;DEFINITIVO;5;3,679175854;MADERA;1987;
3694;51052;ESP000051052;ILDA;VI-3;1326;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23400;EL GROVE;O GROVE;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;20/04/1953;NO;5,650000095;;VL0010;0,839999974;1,139999986;DEFINITIVO;25;18,39587975;POLIESTER;1953;
3695;51057;ESP000051057;NO TE RIAS;VI-3;1248;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24410;ALDAN-HIO;ALDAN-HIO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;02/01/1948;NO;5,079999924;;VL0010;1,179999948;1,059999943;DEFINITIVO;20;14,71670341;POLIESTER;1947;
3696;51061;ESP000051061;HERMA;VILL-2;4273;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23200;CARAMIÑAL;POBRA DO CARAMIÑAL;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;04/05/1972;NO;5,050000191;;VL0010;0,889999986;1,019999981;DEFINITIVO;25;18,39587975;POLIESTER;1972;
3697;51062;ESP000051062;PITUXA;VILL-2;4193;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22700;NOYA;NOIA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;11/04/1971;NO;6,099999905;;VL0010;0,800000012;1,269999981;DEFINITIVO;25;18,39587975;POLIESTER;1971;
3698;51063;ESP000051063;RUCA;VILL-2;4151;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23320;RIANJO;RIANXO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;07/04/1970;NO;5,5;;VL0010;0,910000026;1,24000001;DEFINITIVO;30;22,07505608;POLIESTER;1970;
3699;51067;ESP000051067;ALBA;VILL-2;4860;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23200;CARAMIÑAL;POBRA DO CARAMIÑAL;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;28/01/1987;NO;4,980000019;;VL0010;1,299999952;0,889999986;DEFINITIVO;30;22,07505608;POLIESTER;1987;
3700;51069;ESP000051069;MILANO;VILL-3;5137;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23200;CARAMIÑAL;POBRA DO CARAMIÑAL;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;10/05/1944;NO;6,599999905;;VL0010;1;1,190000057;DEFINITIVO;;;MADERA;1944;
3701;51074;ESP000051074;BRAÑA;VILL-2;4382;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23210;CABO DE CRUZ - BOIRO;CABO DE CRUZ;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;10/08/1974;NO;4,78000021;;VL0010;0,99000001;0,75999999;DEFINITIVO;30;22,07505608;POLIESTER;1974;
3702;51075;ESP000051075;LORENA;VILL-2;4425;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23400;EL GROVE;O GROVE;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;01/01/1974;NO;5,599999905;;VL0010;0,540000021;1,110000014;DEFINITIVO;25;18,39587975;POLIESTER;1974;
3703;51082;ESP000051082;KARINA;VILL-2;4293;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23210;CABO DE CRUZ - BOIRO;CABO DE CRUZ;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;01/02/1973;NO;5,550000191;;VL0010;0,819999993;1,24000001;DEFINITIVO;30;22,07505608;POLIESTER;1973;
3704;51087;ESP000051087;YESI;VILL-2;4876;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23210;CABO DE CRUZ - BOIRO;CABO DE CRUZ;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;12/03/1989;NO;5,300000191;;VL0010;1,179999948;1,24000001;DEFINITIVO;30;22,07505608;POLIESTER;1989;
3705;51088;ESP000051088;GRETA;VILL-2;4865;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23210;CABO DE CRUZ - BOIRO;CABO DE CRUZ;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;15/10/1988;NO;5,03000021;;VL0010;1,179999948;0,810000002;DEFINITIVO;25;18,39587975;POLIESTER;1988;
3706;51089;ESP000051089;ROCI;VILL-2;4864;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23210;CABO DE CRUZ - BOIRO;CABO DE CRUZ;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;19/12/1988;NO;5,019999981;;VL0010;1,049999952;0,800000012;DEFINITIVO;30;22,07505608;POLIESTER;1988;
3707;51090;ESP000051090;MUÑIZ;VILL-2;4834;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23210;CABO DE CRUZ - BOIRO;CABO DE CRUZ;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;09/10/1986;NO;4,849999905;;VL0010;1,190000057;0,959999979;DEFINITIVO;30;22,07505608;POLIESTER;1986;
3708;51091;ESP000051091;LUKY;VILL-2;4822;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23400;EL GROVE;O GROVE;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;27/05/1986;NO;5,099999905;;VL0010;1,299999952;0,540000021;DEFINITIVO;40;29,43340683;MADERA;1986;
3709;51092;ESP000051092;ALBA;VILL-2;4664;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23200;CARAMIÑAL;POBRA DO CARAMIÑAL;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;05/04/1982;NO;4,550000191;;VL0010;1;0,670000017;DEFINITIVO;20;14,71670341;MADERA;1982;
3710;51094;ESP000051094;INA;VILL-2;4426;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23210;CABO DE CRUZ - BOIRO;CABO DE CRUZ;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;12/10/1974;NO;5,349999905;;VL0010;0,699999988;1,25999999;DEFINITIVO;30;22,07505608;POLIESTER;1974;
3711;51096;ESP000051096;COSTADAL;VILL-2;4248;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23210;CABO DE CRUZ - BOIRO;CABO DE CRUZ;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;03/05/1972;NO;4,949999809;;VL0010;0,769999981;0,99000001;DEFINITIVO;50;36,79175949;POLIESTER;1972;
3712;51097;ESP000051097;FLORA;VILL-2;4875;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23110;CARREIRA-AGUIÑO;AGUIÑO;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;01/01/1989;NO;5,980000019;;VL0010;1,179999948;1,580000043;DEFINITIVO;50;36,79175949;POLIESTER;1989;
3713;51100;ESP000051100;ROSTI;VILL-2;4732;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23210;CABO DE CRUZ - BOIRO;CABO DE CRUZ;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;07/04/1983;NO;5;;VL0010;1,179999948;1;DEFINITIVO;30;22,07505608;POLIESTER;1983;
3714;51101;ESP000051101;MARPI;VILL-2;4400;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23210;CABO DE CRUZ - BOIRO;CABO DE CRUZ;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;07/04/1974;NO;5,349999905;;VL0010;1,120000005;1,25999999;DEFINITIVO;25;18,39587975;POLIESTER;1974;
3715;51103;ESP000051103;PEPE;VILL-2;3311;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23100;STA. EUGENIA RIVEIRA;RIBEIRA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;12/08/1982;NO;5,050000191;;VL0010;1;1,019999981;DEFINITIVO;25;18,39587975;POLIESTER;1945;
3716;51105;ESP000051105;PALMIRA;CO-7;2382;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22700;NOYA;NOIA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;28/09/1961;NO;5,449999809;;VL0010;0,850000024;0,75;DEFINITIVO;9;6,622516632;MADERA;1961;
3717;51116;ESP000051116;CARABILLAS;VILL-3;9431;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23320;RIANJO;RIANXO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;11/06/1981;NO;4,949999809;;VL0010;1,309999943;0,949999988;DEFINITIVO;30;22,07505608;POLIESTER;1981;
3718;51121;ESP000051121;ANCHA;VILL-3;7066;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23310;CARRIL;CARRIL;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;13/12/1956;NO;5,5;;VL0010;0,889999986;1,159999967;DEFINITIVO;25;18,39587975;POLIESTER;1956;
3719;51122;ESP000051122;DAILY;VILL-3;8659;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23310;CARRIL;CARRIL;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;13/12/1972;NO;5,400000095;;VL0010;1;1,159999967;DEFINITIVO;15;11,03752804;POLIESTER;1972;
3720;51123;ESP000051123;RUA CARRIL;VILL-3;9931;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23400;EL GROVE;O GROVE;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;01/03/1984;NO;4,800000191;;VL0010;1,710000038;0,629999995;DEFINITIVO;15;11,03752804;MADERA;1984;
3721;51130;ESP000051130;QUINTEIRA;VILL-3;7320;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23320;RIANJO;RIANXO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;13/11/1958;NO;5,090000153;;VL0010;0,730000019;1,169999957;DEFINITIVO;20;14,71670341;POLIESTER;1958;
3722;51131;ESP000051131;AMADEO;VILL-3;8593;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23320;RIANJO;RIANXO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;29/10/1971;NO;5,650000095;;VL0010;0,889999986;1,309999943;DEFINITIVO;20;14,71670341;POLIESTER;1971;
3723;51136;ESP000051136;ESPADA;VILL-3;9473;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23320;RIANJO;RIANXO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;09/11/1981;NO;5,989999771;;VL0010;1,850000024;1,399999976;DEFINITIVO;30;22,07505608;POLIESTER;1981;
3724;51139;ESP000051139;ANGEL LUIS;VILL-3;9733;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23500;CAMBADOS;CAMBADOS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;15/11/1983;NO;5,050000191;;VL0010;1,99000001;0,99000001;DEFINITIVO;25;18,39587975;POLIESTER;1983;
3725;51140;ESP000051140;LOLA;VILL-3;5513;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23330;VILLAJUAN;VILAXOAN;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;06/06/1997;16/10/1945;NO;5,75;;VL0010;1;1,50999999;DEFINITIVO;30;22,07505608;POLIESTER;1945;
3726;51142;ESP000051142;CIUDAD DEL CABO;VILL-3;5796;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23500;CAMBADOS;CAMBADOS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;02/09/1947;NO;5,150000095;;VL0010;1;0,699999988;DEFINITIVO;0;0;MADERA;1947;
3727;51153;ESP000051153;PJRJ;VILL-3;10028;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23500;CAMBADOS;CAMBADOS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;31/12/1987;17/05/2000;05/05/1986;NO;4,900000095;;VL0010;1,24000001;0,899999976;DEFINITIVO;25;18,39587975;POLIESTER;1986;
3728;51158;ESP000051158;BAYA;VILL-3;6927;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23500;CAMBADOS;CAMBADOS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;11/01/1956;NO;5,300000191;;VL0010;1,5;1,120000005;DEFINITIVO;50;36,79175949;POLIESTER;1955;
3729;51159;ESP000051159;BRISA;VILL-3;9316;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23500;CAMBADOS;CAMBADOS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;09/05/1980;NO;4,659999847;;VL0010;1,440000057;0,899999976;DEFINITIVO;20;14,71670341;POLIESTER;1980;
3730;51169;ESP000051169;ISABEL;VILL-3;9546;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23210;CABO DE CRUZ - BOIRO;CABO DE CRUZ;A CORUÑA;GALICIA;ALTA DEFINITIVA;;06/05/1996;06/05/1996;06/09/1982;NO;5,070000172;;VL0010;1,379999995;1,00999999;DEFINITIVO;40;29,43340683;POLIESTER;1982;
3731;51174;ESP000051174;TELA;VILL-3;9228;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21440;PUENTEDEUME;PONTEDEUME;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;03/10/1979;NO;4,010000229;;VL0010;1,039999962;0,270000011;DEFINITIVO;8;5,886681557;MADERA;1979;
