"CODIGO_BUQUE";"CODIGO_UE";"CODIGO_CFR";"NOMBRE_BUQUE";"MATRICULA";"FOLIO";"DISTINTIVO";"LISTA";"CENSOPORMODALIDAD";"CALADERO";"MODALIDAD";"ESTADO";"PAIS_EXPORTACION";"FECHA_ALTA_CENSO";"FECHA_SITUACION";"FECHA_ENTRADA_SERVICIO";"IRREGULAR";"ESLORA_TOTAL";"ESLORA_PP";"LOA";"ARQUEO_TRB";"ARQUEO_GT";"SITUACION_GT";"POTENCIA_CV";"POTENCIA_KW";"TIPO_CASCO";"AÑO_CONST"
50091;"ESP000050091";"ESP000050091";"SILVIA";"VI-5";"9850   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;30/4/1986 0:00:00;"NO";6.20;;"VL0010";2.01;1.16;"DEFINITIVO";30.00;22.07;"POLIESTER";1986
50093;"ESP000050093";"ESP000050093";"LELE";"VI-5";"9971   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;15/3/1988 0:00:00;"NO";5.57;;"VL0010";1.24;1.14;"DEFINITIVO";30.00;22.07;"POLIESTER";1988
50097;"ESP000050097";"ESP000050097";"MARIA DEL CARMEN";"VI-5";"8198   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;22/1/2004 0:00:00;29/9/1960 0:00:00;"NO";3.80;;"VL0010";0.89;0.41;"DEFINITIVO";;0.00;"MADERA";1960
50098;"ESP000050098";"ESP000050098";"ROSITA";"VI-5";"8195   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;13/3/2001 0:00:00;27/9/1960 0:00:00;"NO";4.00;;"VL0010";0.81;0.41;"PROVISIONAL";;0.00;"MADERA";
50099;"ESP000050099";"ESP000050099";"ADELINA";"VI-5";"8123";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;19/2/1960 0:00:00;"NO";5.00;0.00;"VL0010";0.73;1.05;"DEFINITIVO";15.00;11.03;"Poliester";1960
50104;"ESP000050104";"ESP000050104";"Y POR QUE";"VI-5";"7934";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;27/4/2000 0:00:00;1/9/1959 0:00:00;"NO";4.20;;"VL0010";0.79;0.45;"PROVISIONAL";5.00;3.67;"Madera";
50105;"ESP000050105";"ESP000050105";"ALBA";"VI-5";"8025   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;28/9/1959 0:00:00;"NO";4.95;;"VL0010";0.84;0.97;"DEFINITIVO";30.00;22.07;"POLIESTER";1959
50106;"ESP000050106";"ESP000050106";"MILAGROS";"VI-5";"8093";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;27/4/1999 0:00:00;28/11/1959 0:00:00;"NO";4.31;;"VL0010";0.85;0.40;"PROVISIONAL";5.00;3.67;"Madera";
50107;"ESP000050107";"ESP000050107";"QUE PUEDEN DECIR";"VI-5";"8064   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;13/10/1959 0:00:00;"NO";5.25;;"VL0010";1.22;1.04;"DEFINITIVO";20.00;14.71;"POLIESTER";1959
50111;"ESP000050111";"ESP000050111";"NAUTICA";"VI-5";"8094";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;27/4/2000 0:00:00;28/11/1959 0:00:00;"NO";4.20;;"VL0010";0.77;0.37;"PROVISIONAL";5.00;3.67;"Madera";
50114;"ESP000050114";"ESP000050114";"EVA";"VI-5";"8030   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;29/9/1959 0:00:00;"NO";5.63;;"VL0010";1.34;1.22;"DEFINITIVO";30.00;22.07;"POLIESTER";1959
50117;"ESP000050117";"ESP000050117";"MARIA ELENA";"CO-2";"3503   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;24/11/1973 0:00:00;"NO";7.30;3.95;"VL0010";0.68;1.71;"DEFINITIVO";40.00;29.43;"MADERA";1973
50123;"ESP000050123";"ESP000050123";"PRINCESA";"CO-2";"3488   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;21/2/2005 0:00:00;30/10/1973 0:00:00;"NO";4.20;;"VL0010";0.69;0.33;"DEFINITIVO";4.00;2.94;"MADERA";1973
50129;"ESP000050129";"ESP000050129";"CHELO";"CO-2";"2581   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;10/11/1959 0:00:00;"NO";5.40;3.40;"VL0010";0.73;0.52;"DEFINITIVO";25.00;18.39;"MADERA";1959
50131;"ESP000050131";"ESP000050131";"OLGA MARIA";"CO-2";"3858   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;3/2/2005 0:00:00;5/7/1988 0:00:00;"NO";6.00;;"VL0010";1.14;0.51;"DEFINITIVO";5.00;3.67;"MADERA";1988
50132;"ESP000050132";"ESP000050132";"TOÑITO";"CO-2";"2848";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;31/7/1963 0:00:00;"NO";5.35;3.35;"VL0010";0.54;1.06;"DEFINITIVO";25.00;18.39;"Poliester";1963
50134;"ESP000050134";"ESP000050134";"IRENE";"CO-2";"3397   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;15/12/1972 0:00:00;"NO";5.00;;"VL0010";0.93;0.83;"DEFINITIVO";20.00;14.71;"POLIESTER";1972
50135;"ESP000050135";"ESP000050135";"OSCAR";"CO-2";"3767   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;20/6/1984 0:00:00;"NO";5.00;;"VL0010";1.04;1.00;"DEFINITIVO";25.00;18.39;"POLIESTER";1984
50136;"ESP000050136";"ESP000050136";"PEJOS";"VILL-5";"538";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;27/12/1982 0:00:00;"NO";5.35;4.60;"VL0010";1.32;1.26;"DEFINITIVO";25.00;18.39;"Poliester";1982
50138;"ESP000050138";"ESP000050138";"EVA DOS";"VILL-5";"746";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;20/1/1989 0:00:00;"NO";5.45;;"VL0010";1.46;1.32;"DEFINITIVO";30.00;22.07;"Fibra de Vidrio/Plástico";1988
50142;"ESP000050142";"ESP000050142";"GISA";"VILL-5";"497";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;25/8/1981 0:00:00;"NO";5.50;;"VL0010";1.50;1.23;"DEFINITIVO";30.00;22.07;"Madera";1981
50143;"ESP000050143";"ESP000050143";"GUADALUPE";"VILL-5";"545    ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;5/9/1983 0:00:00;"NO";5.40;;"VL0010";1.70;1.23;"DEFINITIVO";20.00;14.71;"POLIESTER";1982
50144;"ESP000050144";"ESP000050144";"JUAN Y NITO";"VILL-5";"298    ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;24/11/1973 0:00:00;"NO";6.01;;"VL0010";1.09;1.41;"DEFINITIVO";40.00;29.43;"POLIESTER";1970
50145;"ESP000050145";"ESP000050145";"LANDO";"VILL-5";"579    ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;24/4/1984 0:00:00;"NO";5.00;;"VL0010";1.96;0.98;"DEFINITIVO";30.00;22.07;"POLIESTER";1983
50146;"ESP000050146";"ESP000050146";"LISA";"VILL-5";"582    ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;22/5/1984 0:00:00;"NO";5.20;5.00;"VL0010";1.96;1.02;"DEFINITIVO";25.00;18.39;"MADERA";1983
50148;"ESP000050148";"ESP000050148";"LUPITA";"VILL-5";"290    ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;27/10/1973 0:00:00;"NO";5.37;5.00;"VL0010";1.50;1.29;"DEFINITIVO";40.00;29.43;"POLIESTER";1973
50151;"ESP000050151";"ESP000050151";"MARY";"VILL-5";"585    ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;20/8/1984 0:00:00;"NO";5.40;4.98;"VL0010";1.37;1.04;"DEFINITIVO";30.00;22.07;"POLIESTER";1984
50155;"ESP000050155";"ESP000050155";"AGRA";"VILL-5";"455    ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;26/11/1979 0:00:00;"NO";5.45;;"VL0010";1.59;1.27;"DEFINITIVO";50.00;36.79;"POLIESTER";1979
50156;"ESP000050156";"ESP000050156";"ALGA";"VILL-5";"483    ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;22/10/1980 0:00:00;"NO";5.50;5.07;"VL0010";1.40;1.25;"DEFINITIVO";25.00;18.39;"POLIESTER";1980
50158;"ESP000050158";"ESP000050158";"ANA";"VILL-5";"573    ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;20/2/1984 0:00:00;"NO";4.50;;"VL0010";1.00;0.66;"DEFINITIVO";25.00;18.39;"POLIESTER";1983
50161;"ESP000050161";"ESP000050161";"LUBREIVA";"VILL-5";"91";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;6/10/1969 0:00:00;"NO";6.86;4.80;"VL0010";1.04;2.30;"DEFINITIVO";50.00;36.79;"Poliester";1967
50166;"ESP000050166";"ESP000050166";"AUXILIAR DEL VAMPIRO";"VILL-5";"362    ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;28/9/1974 0:00:00;"NO";5.40;4.65;"VL0010";1.20;0.65;"DEFINITIVO";8.00;5.88;"MADERA";1974
50173;"ESP000050173";"ESP000050173";"CARINA";"VILL-5";"131";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;19/12/1970 0:00:00;"NO";6.25;;"VL0010";0.88;1.66;"DEFINITIVO";10.00;7.35;"Fibra de Vidrio/Plástico";1970
50174;"ESP000050174";"ESP000050174";"CARMELINA";"VILL-5";"251    ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;30/1/1973 0:00:00;"NO";5.97;;"VL0010";0.86;1.31;"DEFINITIVO";25.00;18.39;"POLIESTER";1971
50179;"ESP000050179";"ESP000050179";"MON CUARTO";"VILL-3";"9732   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;15/11/1983 0:00:00;"NO";5.46;;"VL0010";1.98;1.22;"DEFINITIVO";25.00;18.39;"POLIESTER";1983
50180;"ESP000050180";"ESP000050180";"RANA";"VILL-3";"8035   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;3/8/1965 0:00:00;"NO";5.50;4.20;"VL0010";0.80;1.22;"DEFINITIVO";25.00;18.39;"POLIESTER";1964
50181;"ESP000050181";"ESP000050181";"CORTADURA";"VILL-3";"9706";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;12/8/1983 0:00:00;"NO";6.02;0.00;"VL0010";2.49;1.65;"DEFINITIVO";30.00;22.07;"Poliester";1983
50182;"ESP000050182";"ESP000050182";"YONI";"VILL-3";"7950   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;15/9/1964 0:00:00;"NO";5.53;;"VL0010";0.86;1.29;"DEFINITIVO";15.00;11.03;"POLIESTER";1964
50183;"ESP000050183";"ESP000050183";"ANA ISABEL";"VILL-3";"9209   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;30/7/1979 0:00:00;"NO";5.45;;"VL0010";1.47;1.26;"DEFINITIVO";15.00;11.03;"POLIESTER";1979
50184;"ESP000050184";"ESP000050184";"PARRACHO";"VILL-3";"7615   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;18/8/1961 0:00:00;"NO";4.85;;"VL0010";0.67;0.87;"DEFINITIVO";17.00;12.50;"POLIESTER";1960
50188;"ESP000050188";"ESP000050188";"BANE";"VILL-3";"9837   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;9/7/1984 0:00:00;"NO";5.50;;"VL0010";2.22;1.00;"DEFINITIVO";25.00;18.39;"POLIESTER";1984
50189;"ESP000050189";"ESP000050189";"VALE";"VILL-3";"9401   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;29/1/1981 0:00:00;"NO";5.45;;"VL0010";2.04;1.23;"DEFINITIVO";25.00;18.39;"POLIESTER";1980
50190;"ESP000050190";"ESP000050190";"AIXA";"VILL-3";"4446";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;9/12/1940 0:00:00;"NO";4.90;;"VL0010";1.50;0.79;"DEFINITIVO";15.00;11.03;"Poliester";1940
50192;"ESP000050192";"ESP000050192";"KIMBO";"VILL-3";"8271   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;26/9/1967 0:00:00;"NO";5.46;;"VL0010";1.04;1.20;"DEFINITIVO";30.00;22.07;"POLIESTER";1967
50193;"ESP000050193";"ESP000050193";"CORDOBES";"VILL-3";"8207   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;19/1/1967 0:00:00;"NO";5.45;;"VL0010";1.08;1.29;"DEFINITIVO";25.00;18.39;"POLIESTER";1966
50194;"ESP000050194";"ESP000050194";"MARI";"VILL-3";"9256   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;26/11/1979 0:00:00;"NO";5.60;;"VL0010";1.85;1.25;"DEFINITIVO";20.00;14.71;"POLIESTER";1979
50195;"ESP000050195";"ESP000050195";"SAL";"VILL-3";"9192   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;23/10/1976 0:00:00;"NO";4.93;;"VL0010";1.21;1.21;"DEFINITIVO";50.00;36.79;"POLIESTER";1976
50197;"ESP000050197";"ESP000050197";"JUNCO";"VILL-3";"7966   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;28/9/1964 0:00:00;"NO";5.09;;"VL0010";1.46;1.17;"DEFINITIVO";55.00;40.47;"POLIESTER";1964
50199;"ESP000050199";"ESP000050199";"NIÑA DEL RIO";"VILL-3";"6864   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;25/6/1955 0:00:00;"NO";5.75;;"VL0010";1.50;1.53;"DEFINITIVO";25.00;18.39;"POLIESTER";1953
50200;"ESP000050200";"ESP000050200";"ROSIMAR";"VILL-3";"9699   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;1/8/1983 0:00:00;"NO";5.20;;"VL0010";1.84;1.03;"DEFINITIVO";30.00;22.07;"POLIESTER";1983
50213;"ESP000050213";"ESP000050213";"MERCHI";"FE-4";"2588   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;8/7/1967 0:00:00;"NO";6.05;;"VL0010";1.64;1.68;"DEFINITIVO";10.00;7.35;"POLIESTER";1967
50219;"ESP000050219";"ESP000050219";"CONCEPCION";"VI-5";"7490   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;23/9/1954 0:00:00;"NO";4.74;;"VL0010";0.80;0.71;"DEFINITIVO";15.00;11.03;"POLIESTER";1953
50226;"ESP000050226";"ESP000050226";"RUBIA";"VILL-3";"3965   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;3/11/1934 0:00:00;"NO";5.50;;"VL0010";0.50;1.10;"DEFINITIVO";25.00;18.39;"POLIESTER";1934
50234;"ESP000050234";"ESP000050234";"MAITE";"FE-3";"1385";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;16/7/1998 0:00:00;29/9/1948 0:00:00;"NO";5.25;;"VL0010";1.08;0.66;"PROVISIONAL";9.00;6.62;"Madera";
50238;"ESP000050238";"ESP000050238";"SUSANA";"VILL-3";"9290   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;5/3/1980 0:00:00;"NO";5.16;;"VL0010";0.97;0.99;"DEFINITIVO";15.00;11.03;"POLIESTER";1980
50239;"ESP000050239";"ESP000050239";"SILVIA";"VILL-3";"8966";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;19/5/2011 0:00:00;19/10/1974 0:00:00;"NO";5.25;;"VL0010";0.56;1.03;"DEFINITIVO";5.00;3.67;"Poliester";1974
50240;"ESP000050240";"ESP000050240";"PEQUEÑA";"VILL-3";"7824   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;23/6/2008 0:00:00;21/8/1963 0:00:00;"NO";4.00;;"VL0010";0.77;0.35;"DEFINITIVO";;0.00;"MADERA";1963
50241;"ESP000050241";"ESP000050241";"OMA";"VILL-3";"7967   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;25/10/2007 0:00:00;2/10/1964 0:00:00;"NO";4.00;;"VL0010";0.73;0.38;"DEFINITIVO";4.00;2.94;"MADERA";1964
50242;"ESP000050242";"ESP000050242";"CANDIDO";"VILL-3";"9471   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;21/11/1981 0:00:00;"NO";6.75;;"VL0010";2.50;2.07;"DEFINITIVO";6.00;4.41;"MADERA";1981
50244;"ESP000050244";"ESP000050244";"TAJO";"VILL-5";"439    ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;16/12/1952 0:00:00;"NO";5.15;4.20;"VL0010";0.83;0.55;"DEFINITIVO";55.00;40.47;"MADERA";1952
50245;"ESP000050245";"ESP000050245";"LERO I";"VILL-5";"627    ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;7/10/1985 0:00:00;"NO";5.25;;"VL0010";1.50;1.16;"DEFINITIVO";15.00;11.03;"POLIESTER";1985
50248;"ESP000050248";"ESP000050248";"VILLALBA DOS";"VILL-5";"518    ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;2/4/1982 0:00:00;"NO";4.90;4.80;"VL0010";1.15;0.76;"DEFINITIVO";15.00;11.03;"POLIESTER";1981
50252;"ESP000050252";"ESP000050252";"MAS";"VILL-5";"297    ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;24/11/1973 0:00:00;"NO";5.45;;"VL0010";1.35;1.29;"DEFINITIVO";25.00;18.39;"POLIESTER";1973
50253;"ESP000050253";"ESP000050253";"MARIGEL";"VILL-5";"217    ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;17/6/2004 0:00:00;29/8/1972 0:00:00;"NO";5.10;4.70;"VL0010";1.08;0.54;"DEFINITIVO";25.00;18.39;"MADERA";1972
50254;"ESP000050254";"ESP000050254";"NUEVA MARINERA";"VILL-5";"469";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;10/4/1980 0:00:00;"NO";5.05;4.50;"VL0010";1.00;1.17;"DEFINITIVO";20.00;14.71;"Poliester";1979
50256;"ESP000050256";"ESP000050256";"NISTA";"VILL-5";"304";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"H - A.P. POR REACTIVACION";;10/5/1989 0:00:00;24/1/2019 0:00:00;12/1/1974 0:00:00;"NO";4.70;;"VL0010";1.05;0.72;"DEFINITIVO";15.00;11.03;"Poliester";1973
50257;"ESP000050257";"ESP000050257";"MODIA";"VILL-5";"1      ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;17/10/1967 0:00:00;"NO";5.28;3.75;"VL0010";0.58;1.08;"DEFINITIVO";17.00;12.50;"POLIESTER";1967
50259;"ESP000050259";"ESP000050259";"OTRA COSA";"VILL-5";"320    ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;12/6/1974 0:00:00;"NO";5.84;4.70;"VL0010";2.15;1.45;"DEFINITIVO";50.00;36.79;"POLIESTER";1974
50261;"ESP000050261";"ESP000050261";"PATELA";"VILL-5";"387    ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;26/3/1975 0:00:00;"NO";5.25;;"VL0010";1.14;1.11;"DEFINITIVO";25.00;18.39;"POLIESTER";1974
50264;"ESP000050264";"ESP000050264";"PORTUGUESA";"VILL-5";"385    ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;5/2/1975 0:00:00;"NO";5.16;;"VL0010";0.90;1.30;"DEFINITIVO";50.00;36.79;"POLIESTER";1974
50267;"ESP000050267";"ESP000050267";"REINA";"VILL-5";"435    ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;30/9/1976 0:00:00;"NO";5.02;4.50;"VL0010";1.24;1.10;"DEFINITIVO";20.00;14.71;"POLIESTER";1976
50270;"ESP000050270";"ESP000050270";"RIO";"VILL-5";"729    ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;28/3/1989 0:00:00;"NO";5.27;;"VL0010";1.18;0.87;"DEFINITIVO";17.00;12.50;"POLIESTER";1988
50274;"ESP000050274";"ESP000050274";"CHICHA";"VILL-5";"23     ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;9/12/1967 0:00:00;"NO";5.12;;"VL0010";1.00;0.98;"DEFINITIVO";40.00;29.43;"POLIESTER";1967
50279;"ESP000050279";"ESP000050279";"CHISPA";"VILL-5";"472    ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;23/4/1980 0:00:00;"NO";5.30;;"VL0010";1.58;1.10;"DEFINITIVO";30.00;22.07;"POLIESTER";1980
50284;"ESP000050284";"ESP000050284";"NENA";"VI-5";"9335   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;13/3/2001 0:00:00;16/5/1973 0:00:00;"NO";3.80;;"VL0010";0.76;0.31;"PROVISIONAL";;0.00;"MADERA";
50287;"ESP000050287";"ESP000050287";"JUANITO TA MARITXU";"SS-3";"1407   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;16/12/2003 0:00:00;27/11/1987 0:00:00;"NO";5.35;4.98;"VL0010";1.47;1.05;"DEFINITIVO";20.00;14.71;"POLIESTER";1987
